date,Alfredo Sauce,Anchovies,Artichoke,Arugula,Asiago Cheese,Bacon,Barbecue Sauce,Barbecued Chicken,Beef Chuck Roast,Blue Cheese,Brie Carre Cheese,Calabrese Salami,Capocollo,Caramelized Onions,Chicken,Chipotle Sauce,Chorizo Sausage,Cilantro,Coarse Sicilian Salami,Corn,Eggplant,Feta Cheese,Fontina Cheese,Friggitello Peppers,Garlic,Genoa Salami,Goat Cheese,Gorgonzola Piccante Cheese,Gouda Cheese,Green Olives,Green Peppers,Italian Sausage,Jalapeno Peppers,Kalamata Olives,Luganega Sausage,Mozzarella Cheese,Mushrooms,Nduja Salami,Onions,Oregano,Pancetta,Parmigiano Reggiano Cheese,Pears,Peperoncini verdi,Pepperoni,Pesto Sauce,Pineapple,Plum Tomatoes,Prosciutto,Prosciutto di San Daniele,Provolone Cheese,Red Onions,Red Peppers,Ricotta Cheese,Romano Cheese,Sliced Ham,Smoked Gouda Cheese,Soppressata Salami,Spinach,Sun-dried Tomatoes,Thai Sweet Chilli Sauce,Thyme,Tomatoes,Zucchini
2016-02-19,0.0,6.0,43.0,1.0,11.0,10.0,8.0,8.0,4.0,12.0,1.0,13.0,29.0,1.0,24.0,10.0,4.0,10.0,4.0,10.0,10.0,16.0,13.0,9.0,125.0,8.0,8.0,6.0,11.0,27.0,15.0,4.0,21.0,12.0,4.0,32.0,22.0,9.0,4.0,0.0,9.0,6.0,1.0,8.0,26.0,21.0,13.0,5.0,1.0,1.0,12.0,73.0,51.0,6.0,12.0,7.0,12.0,2.0,43.0,11.0,6.0,1.0,110.0,16.0
2016-02-20,2.0,4.0,47.0,11.0,15.0,12.0,11.0,11.0,9.0,3.0,2.0,6.0,25.0,2.0,51.0,8.0,2.0,8.0,7.0,8.0,1.0,28.0,24.0,5.0,123.0,9.0,10.0,8.0,22.0,21.0,17.0,2.0,30.0,25.0,7.0,49.0,27.0,5.0,7.0,5.0,5.0,8.0,2.0,5.0,46.0,18.0,18.0,12.0,2.0,11.0,3.0,78.0,67.0,8.0,3.0,6.0,3.0,2.0,66.0,15.0,12.0,2.0,111.0,5.0
2016-02-21,2.0,8.0,29.0,0.0,4.0,18.0,22.0,22.0,5.0,6.0,3.0,2.0,17.0,3.0,32.0,9.0,8.0,9.0,4.0,9.0,10.0,18.0,10.0,14.0,120.0,2.0,13.0,28.0,8.0,22.0,32.0,8.0,17.0,8.0,4.0,47.0,34.0,14.0,4.0,7.0,14.0,28.0,3.0,6.0,26.0,14.0,17.0,3.0,3.0,0.0,6.0,86.0,82.0,28.0,6.0,6.0,6.0,2.0,34.0,5.0,11.0,3.0,121.0,19.0
2016-02-22,1.0,3.0,25.0,4.0,6.0,14.0,5.0,5.0,9.0,12.0,0.0,0.0,16.0,0.0,28.0,8.0,5.0,8.0,11.0,8.0,1.0,17.0,10.0,3.0,84.0,4.0,12.0,3.0,7.0,15.0,21.0,5.0,15.0,13.0,11.0,22.0,34.0,3.0,11.0,5.0,3.0,3.0,0.0,7.0,33.0,9.0,11.0,3.0,0.0,4.0,12.0,48.0,44.0,3.0,12.0,0.0,12.0,3.0,26.0,9.0,11.0,0.0,79.0,3.0
2016-02-23,2.0,9.0,40.0,8.0,9.0,15.0,9.0,9.0,5.0,6.0,1.0,6.0,29.0,1.0,40.0,10.0,3.0,10.0,3.0,10.0,3.0,16.0,23.0,3.0,136.0,1.0,22.0,8.0,17.0,24.0,25.0,3.0,27.0,11.0,3.0,46.0,47.0,3.0,3.0,11.0,3.0,8.0,1.0,11.0,34.0,16.0,19.0,0.0,1.0,8.0,6.0,80.0,80.0,8.0,6.0,9.0,6.0,6.0,60.0,3.0,10.0,1.0,119.0,16.0
2016-02-24,0.0,10.0,28.0,4.0,17.0,10.0,11.0,11.0,4.0,18.0,2.0,9.0,30.0,2.0,31.0,14.0,0.0,14.0,1.0,14.0,1.0,6.0,9.0,11.0,117.0,8.0,13.0,8.0,8.0,22.0,14.0,0.0,22.0,13.0,1.0,53.0,16.0,11.0,1.0,6.0,11.0,8.0,2.0,7.0,36.0,6.0,26.0,0.0,2.0,4.0,18.0,81.0,60.0,8.0,18.0,13.0,18.0,1.0,27.0,3.0,13.0,2.0,114.0,4.0
2016-02-25,3.0,7.0,19.0,2.0,14.0,15.0,4.0,4.0,6.0,9.0,0.0,1.0,28.0,0.0,33.0,16.0,8.0,16.0,8.0,16.0,3.0,15.0,14.0,0.0,133.0,8.0,19.0,20.0,4.0,18.0,19.0,8.0,20.0,9.0,8.0,48.0,44.0,0.0,8.0,12.0,0.0,20.0,0.0,7.0,33.0,13.0,15.0,0.0,0.0,2.0,9.0,64.0,73.0,20.0,9.0,5.0,9.0,10.0,36.0,2.0,10.0,0.0,107.0,13.0
2016-02-26,4.0,7.0,38.0,10.0,17.0,7.0,5.0,5.0,9.0,6.0,0.0,4.0,28.0,0.0,39.0,9.0,3.0,9.0,15.0,9.0,12.0,18.0,22.0,2.0,141.0,8.0,16.0,9.0,12.0,26.0,21.0,3.0,21.0,19.0,15.0,70.0,38.0,2.0,15.0,13.0,2.0,9.0,0.0,3.0,42.0,22.0,32.0,5.0,0.0,10.0,6.0,65.0,73.0,9.0,6.0,22.0,6.0,10.0,43.0,6.0,10.0,0.0,119.0,19.0
2016-02-27,5.0,5.0,67.0,7.0,29.0,9.0,18.0,18.0,9.0,6.0,0.0,7.0,46.0,0.0,56.0,15.0,5.0,15.0,9.0,15.0,9.0,31.0,24.0,6.0,148.0,20.0,19.0,10.0,22.0,33.0,36.0,5.0,37.0,21.0,9.0,49.0,43.0,6.0,9.0,4.0,6.0,10.0,0.0,15.0,61.0,21.0,19.0,8.0,0.0,7.0,6.0,89.0,75.0,10.0,6.0,8.0,6.0,2.0,66.0,17.0,11.0,0.0,162.0,15.0
2016-02-28,5.0,4.0,33.0,2.0,13.0,10.0,12.0,12.0,19.0,18.0,1.0,11.0,30.0,1.0,32.0,14.0,7.0,14.0,9.0,14.0,1.0,44.0,11.0,2.0,152.0,3.0,16.0,17.0,8.0,34.0,39.0,7.0,22.0,31.0,9.0,59.0,56.0,2.0,9.0,6.0,2.0,17.0,1.0,10.0,35.0,8.0,21.0,7.0,1.0,2.0,18.0,104.0,66.0,17.0,18.0,15.0,18.0,3.0,59.0,9.0,6.0,1.0,133.0,15.0
2016-03-01,8.0,2.0,16.0,1.0,15.0,8.0,0.0,0.0,8.0,3.0,1.0,9.0,21.0,1.0,40.0,18.0,2.0,18.0,7.0,18.0,1.0,14.0,7.0,2.0,68.0,7.0,5.0,6.0,7.0,19.0,10.0,2.0,25.0,11.0,7.0,25.0,27.0,2.0,7.0,2.0,2.0,6.0,1.0,3.0,29.0,3.0,12.0,3.0,1.0,1.0,3.0,64.0,48.0,6.0,3.0,5.0,3.0,0.0,21.0,5.0,7.0,1.0,75.0,7.0
2016-03-02,2.0,5.0,38.0,9.0,9.0,8.0,10.0,10.0,14.0,0.0,1.0,8.0,32.0,1.0,32.0,29.0,2.0,29.0,11.0,29.0,2.0,30.0,16.0,8.0,136.0,3.0,21.0,8.0,11.0,28.0,19.0,2.0,40.0,21.0,11.0,33.0,35.0,8.0,11.0,6.0,8.0,8.0,1.0,15.0,20.0,8.0,10.0,3.0,1.0,9.0,0.0,104.0,65.0,8.0,0.0,9.0,0.0,5.0,43.0,6.0,1.0,1.0,132.0,8.0
2016-03-03,3.0,7.0,33.0,4.0,18.0,12.0,8.0,8.0,0.0,12.0,2.0,2.0,26.0,2.0,36.0,22.0,4.0,22.0,10.0,22.0,5.0,17.0,15.0,2.0,118.0,10.0,14.0,5.0,11.0,22.0,14.0,4.0,33.0,10.0,10.0,37.0,33.0,2.0,10.0,10.0,2.0,5.0,2.0,4.0,28.0,8.0,24.0,5.0,2.0,4.0,12.0,76.0,73.0,5.0,12.0,12.0,12.0,4.0,41.0,8.0,12.0,2.0,108.0,10.0
2016-03-04,5.0,10.0,26.0,5.0,12.0,16.0,14.0,14.0,5.0,3.0,2.0,6.0,18.0,2.0,37.0,6.0,1.0,6.0,7.0,6.0,9.0,17.0,10.0,4.0,83.0,4.0,8.0,5.0,8.0,27.0,18.0,1.0,14.0,14.0,7.0,38.0,32.0,4.0,7.0,8.0,4.0,5.0,2.0,0.0,30.0,12.0,37.0,6.0,2.0,5.0,3.0,76.0,77.0,5.0,3.0,20.0,3.0,2.0,26.0,6.0,17.0,2.0,100.0,9.0
2016-03-05,6.0,2.0,29.0,3.0,11.0,8.0,8.0,8.0,10.0,12.0,1.0,10.0,42.0,1.0,42.0,22.0,4.0,22.0,2.0,22.0,6.0,13.0,14.0,6.0,131.0,4.0,28.0,16.0,8.0,14.0,21.0,4.0,30.0,11.0,2.0,60.0,32.0,6.0,2.0,17.0,6.0,16.0,1.0,11.0,30.0,9.0,26.0,0.0,1.0,3.0,12.0,78.0,82.0,16.0,12.0,13.0,12.0,6.0,21.0,3.0,13.0,1.0,121.0,12.0
2016-03-06,8.0,3.0,36.0,9.0,22.0,8.0,13.0,13.0,2.0,12.0,3.0,15.0,41.0,3.0,34.0,12.0,3.0,12.0,6.0,12.0,10.0,11.0,8.0,0.0,115.0,10.0,16.0,3.0,3.0,25.0,27.0,3.0,15.0,10.0,6.0,42.0,37.0,0.0,6.0,6.0,0.0,3.0,3.0,10.0,34.0,18.0,18.0,4.0,3.0,9.0,12.0,78.0,76.0,3.0,12.0,7.0,12.0,5.0,32.0,9.0,11.0,3.0,119.0,18.0
2016-03-07,3.0,5.0,47.0,1.0,19.0,17.0,14.0,14.0,7.0,6.0,0.0,21.0,50.0,0.0,46.0,22.0,8.0,22.0,7.0,22.0,8.0,32.0,19.0,0.0,171.0,11.0,18.0,12.0,15.0,40.0,31.0,8.0,37.0,13.0,7.0,41.0,57.0,0.0,7.0,11.0,0.0,12.0,0.0,7.0,49.0,23.0,25.0,1.0,0.0,1.0,6.0,112.0,93.0,12.0,6.0,11.0,6.0,4.0,68.0,12.0,14.0,0.0,162.0,16.0
2016-03-08,4.0,5.0,20.0,4.0,14.0,8.0,18.0,18.0,0.0,9.0,2.0,9.0,32.0,2.0,40.0,26.0,4.0,26.0,7.0,26.0,3.0,19.0,6.0,2.0,119.0,9.0,14.0,9.0,1.0,26.0,29.0,4.0,27.0,6.0,7.0,47.0,38.0,2.0,7.0,6.0,2.0,9.0,2.0,8.0,30.0,13.0,28.0,5.0,2.0,4.0,9.0,91.0,94.0,9.0,9.0,11.0,9.0,5.0,39.0,7.0,17.0,2.0,134.0,11.0
2016-03-09,6.0,11.0,34.0,8.0,22.0,22.0,18.0,18.0,8.0,18.0,1.0,6.0,29.0,1.0,52.0,24.0,6.0,24.0,2.0,24.0,1.0,27.0,15.0,4.0,135.0,10.0,13.0,11.0,12.0,27.0,31.0,6.0,36.0,19.0,2.0,57.0,52.0,4.0,2.0,6.0,4.0,11.0,1.0,7.0,53.0,10.0,21.0,5.0,1.0,8.0,18.0,116.0,95.0,11.0,18.0,9.0,18.0,3.0,52.0,8.0,12.0,1.0,138.0,7.0
2016-03-10,9.0,2.0,34.0,2.0,17.0,17.0,8.0,8.0,4.0,9.0,1.0,8.0,32.0,1.0,55.0,24.0,6.0,24.0,6.0,24.0,0.0,13.0,10.0,0.0,116.0,5.0,19.0,15.0,10.0,18.0,13.0,6.0,34.0,8.0,6.0,42.0,33.0,0.0,6.0,2.0,0.0,15.0,1.0,17.0,31.0,11.0,30.0,1.0,1.0,2.0,9.0,79.0,83.0,15.0,9.0,12.0,9.0,0.0,36.0,4.0,18.0,1.0,113.0,3.0
2016-03-11,6.0,3.0,38.0,3.0,15.0,6.0,4.0,4.0,5.0,15.0,1.0,4.0,18.0,1.0,61.0,15.0,3.0,15.0,1.0,15.0,2.0,19.0,20.0,5.0,112.0,6.0,8.0,13.0,18.0,10.0,17.0,3.0,33.0,13.0,1.0,44.0,33.0,5.0,1.0,6.0,5.0,13.0,1.0,2.0,21.0,10.0,31.0,5.0,1.0,3.0,15.0,70.0,69.0,13.0,15.0,8.0,15.0,2.0,53.0,13.0,23.0,1.0,99.0,12.0
2016-03-12,2.0,2.0,22.0,19.0,12.0,7.0,9.0,9.0,4.0,12.0,2.0,15.0,28.0,2.0,36.0,12.0,1.0,12.0,12.0,12.0,4.0,11.0,10.0,4.0,121.0,4.0,9.0,30.0,8.0,33.0,19.0,1.0,20.0,13.0,12.0,74.0,24.0,4.0,12.0,9.0,4.0,30.0,2.0,0.0,29.0,7.0,17.0,3.0,2.0,19.0,12.0,67.0,60.0,30.0,12.0,5.0,12.0,2.0,28.0,4.0,12.0,2.0,104.0,8.0
2016-03-13,4.0,0.0,23.0,6.0,4.0,20.0,12.0,12.0,8.0,3.0,0.0,7.0,33.0,0.0,38.0,25.0,6.0,25.0,8.0,25.0,6.0,24.0,7.0,0.0,123.0,0.0,26.0,19.0,4.0,18.0,30.0,6.0,29.0,9.0,8.0,53.0,54.0,0.0,8.0,19.0,0.0,19.0,0.0,7.0,49.0,14.0,18.0,1.0,0.0,6.0,3.0,90.0,104.0,19.0,3.0,4.0,3.0,3.0,35.0,6.0,14.0,0.0,124.0,13.0
2016-03-14,0.0,21.0,38.0,7.0,8.0,6.0,4.0,4.0,7.0,9.0,1.0,5.0,32.0,1.0,12.0,6.0,4.0,6.0,10.0,6.0,8.0,15.0,16.0,0.0,137.0,5.0,22.0,9.0,9.0,39.0,26.0,4.0,15.0,10.0,10.0,44.0,39.0,0.0,10.0,6.0,0.0,9.0,1.0,16.0,33.0,10.0,10.0,0.0,1.0,7.0,9.0,61.0,37.0,9.0,9.0,7.0,9.0,7.0,30.0,2.0,3.0,1.0,107.0,16.0
2016-03-15,4.0,3.0,18.0,0.0,6.0,13.0,7.0,7.0,3.0,6.0,1.0,8.0,35.0,1.0,33.0,14.0,4.0,14.0,6.0,14.0,0.0,17.0,5.0,7.0,112.0,2.0,25.0,14.0,3.0,20.0,18.0,4.0,17.0,4.0,6.0,31.0,39.0,7.0,6.0,14.0,7.0,14.0,1.0,11.0,23.0,5.0,23.0,1.0,1.0,0.0,6.0,74.0,77.0,14.0,6.0,4.0,6.0,2.0,30.0,4.0,19.0,1.0,110.0,8.0
2016-03-16,6.0,10.0,31.0,4.0,13.0,11.0,11.0,11.0,13.0,12.0,0.0,12.0,42.0,0.0,30.0,9.0,6.0,9.0,8.0,9.0,1.0,29.0,11.0,0.0,138.0,7.0,23.0,14.0,9.0,36.0,29.0,6.0,18.0,15.0,8.0,44.0,45.0,0.0,8.0,7.0,0.0,14.0,0.0,16.0,31.0,6.0,13.0,2.0,0.0,4.0,12.0,87.0,59.0,14.0,12.0,6.0,12.0,2.0,41.0,5.0,7.0,0.0,123.0,12.0
2016-03-17,2.0,7.0,32.0,10.0,13.0,15.0,9.0,9.0,13.0,9.0,0.0,12.0,29.0,0.0,22.0,22.0,4.0,22.0,14.0,22.0,5.0,29.0,6.0,2.0,150.0,7.0,10.0,26.0,3.0,34.0,21.0,4.0,25.0,24.0,14.0,70.0,37.0,2.0,14.0,4.0,2.0,26.0,0.0,6.0,37.0,13.0,22.0,7.0,0.0,10.0,9.0,104.0,67.0,26.0,9.0,16.0,9.0,3.0,38.0,14.0,6.0,0.0,127.0,12.0
2016-03-18,0.0,6.0,34.0,4.0,17.0,14.0,16.0,16.0,15.0,6.0,3.0,3.0,33.0,3.0,35.0,14.0,3.0,14.0,5.0,14.0,9.0,24.0,6.0,3.0,109.0,14.0,16.0,3.0,5.0,17.0,22.0,3.0,19.0,22.0,5.0,38.0,23.0,3.0,5.0,3.0,3.0,3.0,3.0,13.0,37.0,16.0,31.0,4.0,3.0,4.0,6.0,82.0,77.0,3.0,6.0,19.0,6.0,1.0,29.0,4.0,12.0,3.0,131.0,14.0
2016-03-19,7.0,6.0,26.0,7.0,23.0,18.0,12.0,12.0,1.0,6.0,1.0,12.0,30.0,1.0,41.0,16.0,4.0,16.0,8.0,16.0,5.0,14.0,22.0,1.0,126.0,13.0,5.0,8.0,11.0,31.0,17.0,4.0,27.0,5.0,8.0,43.0,49.0,1.0,8.0,5.0,1.0,8.0,1.0,0.0,45.0,21.0,14.0,1.0,1.0,7.0,6.0,80.0,78.0,8.0,6.0,5.0,6.0,11.0,43.0,7.0,9.0,1.0,112.0,5.0
2016-03-20,6.0,10.0,20.0,7.0,12.0,9.0,7.0,7.0,0.0,12.0,0.0,5.0,30.0,0.0,51.0,24.0,2.0,24.0,5.0,24.0,1.0,10.0,8.0,5.0,109.0,6.0,19.0,13.0,5.0,24.0,22.0,2.0,29.0,0.0,5.0,46.0,41.0,5.0,5.0,7.0,5.0,13.0,0.0,12.0,26.0,8.0,22.0,0.0,0.0,7.0,12.0,78.0,80.0,13.0,12.0,7.0,12.0,3.0,30.0,2.0,15.0,0.0,116.0,9.0
2016-03-21,2.0,2.0,42.0,4.0,9.0,7.0,9.0,9.0,21.0,18.0,1.0,7.0,27.0,1.0,42.0,25.0,4.0,25.0,11.0,25.0,5.0,24.0,19.0,3.0,143.0,6.0,14.0,3.0,14.0,21.0,17.0,4.0,39.0,22.0,11.0,51.0,21.0,3.0,11.0,2.0,3.0,3.0,1.0,12.0,29.0,16.0,23.0,0.0,1.0,4.0,18.0,80.0,66.0,3.0,18.0,9.0,18.0,5.0,34.0,10.0,14.0,1.0,135.0,10.0
2016-03-22,0.0,4.0,23.0,0.0,10.0,10.0,3.0,3.0,4.0,6.0,3.0,5.0,12.0,3.0,11.0,3.0,2.0,3.0,4.0,3.0,4.0,12.0,6.0,2.0,69.0,7.0,0.0,6.0,6.0,14.0,4.0,2.0,9.0,11.0,4.0,23.0,13.0,2.0,4.0,0.0,2.0,6.0,3.0,0.0,28.0,12.0,6.0,4.0,3.0,0.0,6.0,40.0,24.0,6.0,6.0,3.0,6.0,0.0,26.0,10.0,3.0,3.0,52.0,5.0
2016-03-23,12.0,0.0,30.0,4.0,27.0,10.0,15.0,15.0,4.0,9.0,0.0,3.0,16.0,0.0,45.0,15.0,1.0,15.0,11.0,15.0,4.0,19.0,19.0,1.0,105.0,9.0,4.0,9.0,11.0,17.0,22.0,1.0,26.0,16.0,11.0,55.0,45.0,1.0,11.0,4.0,1.0,9.0,0.0,0.0,40.0,13.0,21.0,6.0,0.0,4.0,9.0,81.0,77.0,9.0,9.0,13.0,9.0,8.0,45.0,9.0,8.0,0.0,96.0,8.0
2016-03-24,4.0,0.0,19.0,5.0,17.0,10.0,10.0,10.0,2.0,6.0,1.0,12.0,35.0,1.0,43.0,19.0,2.0,19.0,9.0,19.0,0.0,9.0,7.0,3.0,103.0,10.0,13.0,14.0,7.0,21.0,13.0,2.0,26.0,5.0,9.0,37.0,22.0,3.0,9.0,6.0,3.0,14.0,1.0,7.0,29.0,4.0,26.0,0.0,1.0,5.0,6.0,71.0,72.0,14.0,6.0,6.0,6.0,0.0,24.0,2.0,20.0,1.0,108.0,3.0
2016-03-25,2.0,6.0,32.0,6.0,12.0,10.0,4.0,4.0,0.0,6.0,1.0,7.0,25.0,1.0,28.0,11.0,0.0,11.0,16.0,11.0,5.0,8.0,18.0,0.0,105.0,6.0,12.0,8.0,8.0,29.0,8.0,0.0,19.0,9.0,16.0,42.0,29.0,0.0,16.0,5.0,0.0,8.0,1.0,7.0,31.0,13.0,12.0,5.0,1.0,6.0,6.0,52.0,49.0,8.0,6.0,5.0,6.0,10.0,28.0,8.0,7.0,1.0,86.0,5.0
2016-03-26,4.0,6.0,33.0,6.0,8.0,15.0,6.0,6.0,0.0,0.0,1.0,4.0,33.0,1.0,36.0,10.0,4.0,10.0,1.0,10.0,2.0,12.0,18.0,6.0,91.0,3.0,26.0,7.0,7.0,13.0,9.0,4.0,17.0,6.0,1.0,48.0,36.0,6.0,1.0,10.0,6.0,7.0,1.0,16.0,31.0,12.0,21.0,5.0,1.0,6.0,0.0,59.0,59.0,7.0,0.0,14.0,0.0,11.0,31.0,7.0,7.0,1.0,85.0,3.0
2016-03-27,9.0,5.0,50.0,10.0,15.0,11.0,8.0,8.0,12.0,12.0,0.0,3.0,39.0,0.0,37.0,22.0,1.0,22.0,14.0,22.0,3.0,36.0,9.0,2.0,151.0,2.0,34.0,6.0,3.0,27.0,22.0,1.0,25.0,22.0,14.0,55.0,57.0,2.0,14.0,12.0,2.0,6.0,0.0,22.0,37.0,19.0,16.0,6.0,0.0,10.0,12.0,101.0,83.0,6.0,12.0,8.0,12.0,6.0,54.0,18.0,8.0,0.0,145.0,10.0
2016-03-28,4.0,1.0,39.0,3.0,9.0,7.0,10.0,10.0,6.0,12.0,0.0,6.0,27.0,0.0,40.0,22.0,3.0,22.0,8.0,22.0,2.0,22.0,20.0,0.0,116.0,5.0,16.0,6.0,14.0,16.0,19.0,3.0,36.0,10.0,8.0,48.0,35.0,0.0,8.0,0.0,0.0,6.0,0.0,16.0,22.0,8.0,22.0,4.0,0.0,3.0,12.0,74.0,59.0,6.0,12.0,14.0,12.0,6.0,42.0,7.0,8.0,0.0,97.0,8.0
2016-03-29,7.0,3.0,37.0,7.0,16.0,14.0,4.0,4.0,9.0,6.0,2.0,4.0,27.0,2.0,44.0,8.0,10.0,8.0,0.0,8.0,7.0,22.0,17.0,0.0,102.0,7.0,16.0,6.0,17.0,9.0,19.0,10.0,25.0,19.0,0.0,41.0,31.0,0.0,0.0,13.0,0.0,6.0,2.0,3.0,42.0,17.0,14.0,8.0,2.0,7.0,6.0,60.0,65.0,6.0,6.0,10.0,6.0,0.0,50.0,8.0,4.0,2.0,84.0,15.0
2016-03-30,11.0,12.0,40.0,2.0,22.0,13.0,22.0,22.0,5.0,6.0,0.0,7.0,38.0,0.0,35.0,15.0,5.0,15.0,1.0,15.0,3.0,23.0,15.0,6.0,125.0,6.0,25.0,8.0,8.0,26.0,31.0,5.0,23.0,18.0,1.0,43.0,45.0,6.0,1.0,11.0,6.0,8.0,0.0,14.0,38.0,6.0,20.0,8.0,0.0,2.0,6.0,110.0,90.0,8.0,6.0,8.0,6.0,7.0,41.0,10.0,12.0,0.0,135.0,10.0
2016-03-31,13.0,5.0,36.0,10.0,20.0,15.0,14.0,14.0,5.0,6.0,2.0,20.0,41.0,2.0,50.0,14.0,5.0,14.0,5.0,14.0,3.0,21.0,14.0,12.0,135.0,5.0,16.0,10.0,5.0,36.0,22.0,5.0,19.0,13.0,5.0,50.0,50.0,12.0,5.0,1.0,12.0,10.0,2.0,15.0,31.0,13.0,27.0,6.0,2.0,10.0,6.0,113.0,89.0,10.0,6.0,6.0,6.0,9.0,41.0,11.0,21.0,2.0,146.0,11.0
2016-04-01,4.0,4.0,30.0,4.0,12.0,11.0,15.0,15.0,3.0,15.0,1.0,0.0,12.0,1.0,34.0,16.0,1.0,16.0,8.0,16.0,4.0,9.0,19.0,3.0,99.0,3.0,9.0,10.0,10.0,15.0,20.0,1.0,26.0,8.0,8.0,56.0,34.0,3.0,8.0,3.0,3.0,10.0,1.0,6.0,36.0,11.0,9.0,0.0,1.0,4.0,15.0,65.0,61.0,10.0,15.0,4.0,15.0,9.0,30.0,5.0,5.0,1.0,87.0,6.0
2016-04-02,2.0,12.0,32.0,10.0,9.0,14.0,8.0,8.0,17.0,12.0,1.0,15.0,43.0,1.0,38.0,26.0,6.0,26.0,1.0,26.0,7.0,25.0,18.0,9.0,157.0,7.0,21.0,17.0,11.0,31.0,28.0,6.0,37.0,21.0,1.0,66.0,41.0,9.0,1.0,11.0,9.0,17.0,1.0,10.0,42.0,12.0,17.0,4.0,1.0,10.0,12.0,107.0,75.0,17.0,12.0,14.0,12.0,7.0,29.0,4.0,3.0,1.0,139.0,12.0
2016-04-03,5.0,6.0,33.0,9.0,25.0,14.0,15.0,15.0,14.0,9.0,0.0,11.0,48.0,0.0,42.0,7.0,3.0,7.0,9.0,7.0,2.0,28.0,18.0,8.0,149.0,14.0,23.0,6.0,11.0,28.0,42.0,3.0,18.0,25.0,9.0,57.0,59.0,8.0,9.0,14.0,8.0,6.0,0.0,9.0,59.0,5.0,35.0,5.0,0.0,9.0,9.0,106.0,86.0,6.0,9.0,17.0,9.0,7.0,45.0,5.0,18.0,0.0,149.0,13.0
2016-04-04,4.0,11.0,38.0,3.0,17.0,7.0,5.0,5.0,12.0,6.0,0.0,10.0,45.0,0.0,44.0,28.0,3.0,28.0,6.0,28.0,0.0,28.0,10.0,1.0,133.0,6.0,29.0,3.0,7.0,29.0,22.0,3.0,35.0,25.0,6.0,39.0,38.0,1.0,6.0,12.0,1.0,3.0,0.0,17.0,39.0,5.0,20.0,6.0,0.0,3.0,6.0,107.0,77.0,3.0,6.0,11.0,6.0,3.0,46.0,7.0,9.0,0.0,142.0,11.0
2016-04-05,6.0,8.0,28.0,8.0,17.0,10.0,15.0,15.0,5.0,3.0,0.0,2.0,23.0,0.0,42.0,14.0,4.0,14.0,2.0,14.0,2.0,15.0,15.0,1.0,89.0,5.0,16.0,8.0,12.0,12.0,26.0,4.0,26.0,15.0,2.0,32.0,32.0,1.0,2.0,12.0,1.0,8.0,0.0,4.0,35.0,3.0,17.0,4.0,0.0,8.0,3.0,77.0,74.0,8.0,3.0,3.0,3.0,3.0,33.0,4.0,14.0,0.0,95.0,6.0
2016-04-06,1.0,1.0,33.0,0.0,13.0,16.0,16.0,16.0,17.0,15.0,1.0,15.0,48.0,1.0,35.0,21.0,3.0,21.0,9.0,21.0,6.0,36.0,16.0,7.0,154.0,10.0,23.0,3.0,13.0,33.0,33.0,3.0,34.0,24.0,9.0,41.0,48.0,7.0,9.0,16.0,7.0,3.0,1.0,7.0,42.0,6.0,28.0,5.0,1.0,0.0,15.0,113.0,96.0,3.0,15.0,14.0,15.0,3.0,43.0,5.0,14.0,1.0,158.0,15.0
2016-04-07,5.0,2.0,29.0,11.0,20.0,12.0,14.0,14.0,3.0,12.0,1.0,9.0,33.0,1.0,43.0,22.0,4.0,22.0,9.0,22.0,3.0,24.0,15.0,10.0,150.0,8.0,16.0,18.0,7.0,23.0,31.0,4.0,29.0,14.0,9.0,71.0,55.0,10.0,9.0,11.0,10.0,18.0,1.0,5.0,50.0,7.0,31.0,4.0,1.0,11.0,12.0,104.0,91.0,18.0,12.0,10.0,12.0,8.0,45.0,7.0,21.0,1.0,137.0,9.0
2016-04-08,4.0,17.0,20.0,3.0,19.0,12.0,14.0,14.0,1.0,6.0,3.0,4.0,21.0,3.0,49.0,27.0,3.0,27.0,0.0,27.0,0.0,8.0,11.0,3.0,91.0,11.0,6.0,5.0,9.0,22.0,16.0,3.0,36.0,6.0,0.0,30.0,23.0,3.0,0.0,0.0,3.0,5.0,3.0,6.0,37.0,6.0,18.0,1.0,3.0,3.0,6.0,89.0,72.0,5.0,6.0,6.0,6.0,2.0,26.0,1.0,12.0,3.0,106.0,0.0
2016-04-09,5.0,9.0,13.0,3.0,11.0,6.0,15.0,15.0,13.0,12.0,0.0,9.0,35.0,0.0,34.0,22.0,4.0,22.0,8.0,22.0,2.0,22.0,8.0,0.0,113.0,6.0,20.0,6.0,5.0,29.0,22.0,4.0,27.0,14.0,8.0,41.0,25.0,0.0,8.0,15.0,0.0,6.0,0.0,5.0,34.0,7.0,7.0,1.0,0.0,3.0,12.0,82.0,73.0,6.0,12.0,1.0,12.0,3.0,20.0,1.0,6.0,0.0,119.0,3.0
2016-04-10,2.0,5.0,38.0,5.0,23.0,12.0,18.0,18.0,32.0,9.0,0.0,9.0,46.0,0.0,33.0,8.0,2.0,8.0,4.0,8.0,4.0,44.0,16.0,3.0,165.0,18.0,19.0,13.0,10.0,18.0,34.0,2.0,18.0,43.0,4.0,56.0,38.0,3.0,4.0,8.0,3.0,13.0,0.0,11.0,47.0,13.0,30.0,8.0,0.0,5.0,9.0,111.0,80.0,13.0,9.0,16.0,9.0,6.0,43.0,10.0,14.0,0.0,155.0,13.0
